backbone_id	spread_label	visibility_expansion_label	dominant_genus	primary_replicon	dominant_mpf_type	amr_class_tokens	dominant_amr_gene_family
AE808	0	0	Acetobacter	rep_cluster_1346	MPF_T		
AD301	1	1	Salmonella	rep_cluster_505	MPF_I		
AE893	0	0	Pseudomonas	rep_cluster_356			COPA
AB896	0	0	Pseudomonas				
AB568	0	0	Arthrobacter		MPF_T		
AD118	0	0	Pseudomonas	rep_cluster_283	MPF_T		
AE275	0	0	Acetobacter	rep_cluster_759			
AB567	0	0	Arthrobacter	rep_cluster_1542	MPF_T		
AE556	0	0	Streptomyces	rep_cluster_727			
AB561	1	1	Staphylococcus	rep_cluster_1256		LINCOSAMIDE,PLEUROMUTILIN,STREPTOGRAMIN,STREPTOGRAMIN A	VGAA
AG055	1	1	Rahnella				
AD525	0	0	Rahnella				
AG530	0	0	Rahnella				
AB172	1	1	Enterococcus	rep_cluster_183	MPF_T	AMINOGLYCOSIDE,GLYCOPEPTIDE,IONOPHORE,LINCOSAMIDE,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,MACROLIDE,STREPTOGRAMIN,STREPTOGRAMIN A,STREPTOGRAMIN B	VANA
AA921	1	1	Delftia	IncP	MPF_T	AMINOGLYCOSIDE,BETA-LACTAM,MACROLIDE,STREPTOGRAMIN,STREPTOGRAMIN A,SULFONAMIDE,TETRACYCLINE	MERD
AC122	1	1	Mannheimia	IncQ1		PHENICOL	FLOR
AA968	0	0	Loigolactobacillus	rep_cluster_1299			
AB649	0	0	Rickettsia	rep_cluster_1653	MPF_T		
AA932	0	0	Borreliella				
AE817	0	0	Rahnella				
AD335	1	1	Rahnella	Col(Ye4449)			
AD523	0	0	Rahnella	rep_cluster_1981			
AB057	0	0	Rahnella	rep_cluster_1981			
AF044	0	0	Staphylococcus	rep_cluster_2104		LINCOSAMIDE,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,MACROLIDE,PHENICOL,PHENICOL/OXAZOLIDINONE,STREPTOGRAMIN,STREPTOGRAMIN A,STREPTOGRAMIN B	ERMC
AB600	0	0	Actinobacillus	rep_cluster_1875		AMINOGLYCOSIDE,BETA-LACTAM,CEPHALOSPORIN,PENAM,PHENICOL,SULFONAMIDE,TETRACYCLINE	APH
AD111	1	1	Pseudomonas	rep_cluster_283	MPF_T		
AC624	0	0	Clostridium	rep_cluster_806			
AG097	0	0	Vibrio	rep_cluster_529			
AA871	0	0	Streptomyces				
AD102	0	0	Staphylococcus	rep_cluster_1837		AMINOGLYCOSIDE	APMA
AB559	1	1	Staphylococcus	rep_cluster_1256		LINCOSAMIDE,PLEUROMUTILIN,STREPTOGRAMIN,STREPTOGRAMIN A	VGAA
AB631	1	1	Staphylococcus	rep_cluster_1017		LINCOSAMIDE	LNUA
AF043	0	0	Staphylococcus	rep_cluster_2104		AMINOGLYCOSIDE,LINCOSAMIDE,LINCOSAMIDE/MACROLIDE,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,MACROLIDE,OXAZOLIDINONE,PHENICOL,PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN,PLEUROMUTILIN,STREPTOGRAMIN,STREPTOGRAMIN A,STREPTOGRAMIN B,TETRACYCLINE	CFR
AG298	0	0	Staphylococcus	Inc11		LINCOSAMIDE,PLEUROMUTILIN,STREPTOGRAMIN,STREPTOGRAMIN A	VGAC
AA003	0	0	Staphylococcus	rep_cluster_1078		LINCOSAMIDE,PLEUROMUTILIN,STREPTOGRAMIN,STREPTOGRAMIN A	VGAA
AA411	1	1	Staphylococcus	rep_cluster_1733		AMINOGLYCOSIDE,BETA-LACTAM,DIAMINOPYRIMIDINE,LINCOSAMIDE,MACROLIDE,MACROLIDE/STREPTOGRAMIN,NUCLEOSIDE,PENAM,STREPTOGRAMIN,STREPTOGRAMIN B,STREPTOTHRICIN,TETRACYCLINE	BLAI
AC313	1	1	Salmonella	rep_cluster_2335		FLUOROQUINOLONE,QUINOLONE	QNRS
AA308	0	0	Escherichia	IncFIA	MPF_F		
AF844	0	0	Neisseria				
AD258	0	0	Staphylococcus	rep_cluster_1130			
AB628	1	1	Staphylococcus	rep_cluster_1733		AMINOGLYCOSIDE,BETA-LACTAM,MACROLIDE,MACROLIDE/STREPTOGRAMIN,NUCLEOSIDE,PENAM,STREPTOGRAMIN,STREPTOGRAMIN B,STREPTOTHRICIN,TRIMETHOPRIM	CADD
AE334	1	1	Staphylococcus	rep_cluster_2366			
AA367	0	0	Staphylococcus	rep_cluster_1078		AMINOGLYCOSIDE,PHENICOL	ENTEROCO
AH209	0	0	Emticicia	rep_cluster_1180			
AD849	0	0	Emticicia				
AH024	0	0	Emticicia	rep_cluster_1212			
AG686	0	0	Emticicia				
AD850	0	0	Emticicia	rep_cluster_2448	MPF_T		
AF665	0	0	Leuconostoc	rep_cluster_2484	MPF_T		
AB143	0	0	Leuconostoc	rep_cluster_1503			
AB147	0	0	Leuconostoc	rep_cluster_1992			
AA063	1	1	Chlamydia	rep_cluster_1631			
AC187	0	0	Lentilactobacillus	rep_cluster_778			
AF069	1	1	Bacillus	rep_cluster_1950			
AF568	0	0	Enterococcus	rep_cluster_181	MPF_T		
AD058	1	1	Enterococcus	Inc18	MPF_T	AMINOGLYCOSIDE,GLYCOPEPTIDE,IONOPHORE,LINCOSAMIDE,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,MACROLIDE,OXAZOLIDINONE,PHENICOL,PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN,PHENICOL/OXAZOLIDINONE,STREPTOGRAMIN,STREPTOGRAMIN A,STREPTOGRAMIN B,TETRACYCLINE,TRIMETHOPRIM	ERMB
AG670	0	0	Desulfosporosinus		MPF_T		
AE356	0	0	Desulfomonile				
AE443	0	0	Turneriella	rep_cluster_1543			
AB756	1	1	Enterococcus	rep_cluster_185	MPF_T	AMINOGLYCOSIDE,GLYCOPEPTIDE,IONOPHORE,LINCOSAMIDE,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,LINCOSAMIDE/STREPTOGRAMIN,MACROLIDE,MACROLIDE/STREPTOGRAMIN,NUCLEOSIDE,OXAZOLIDINONE,PHENICOL,PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN,PHENICOL/OXAZOLIDINONE,PLEUROMUTILIN,STREPTOGRAMIN,STREPTOGRAMIN A,STREPTOGRAMIN B,STREPTOTHRICIN,TETRACYCLINE,TRIMETHOPRIM	TETL
AD100	1	1	Enterococcus	rep_cluster_889		AMINOGLYCOSIDE,LINCOSAMIDE,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,MACROLIDE,NUCLEOSIDE,PHENICOL,STREPTOGRAMIN,STREPTOGRAMIN A,STREPTOGRAMIN B,STREPTOTHRICIN	ERMB
AC733	1	1	Enterococcus	rep_cluster_893	MPF_T	AMINOGLYCOSIDE,GLYCOPEPTIDE,LINCOSAMIDE,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,MACROLIDE,NUCLEOSIDE,STREPTOGRAMIN,STREPTOGRAMIN A,STREPTOGRAMIN B,STREPTOTHRICIN,TETRACYCLINE,TRIMETHOPRIM	AAC
AA144	1	1	Escherichia	rep_cluster_2350		LINCOSAMIDE,OXAZOLIDINONE,PHENICOL,PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN,PLEUROMUTILIN,STREPTOGRAMIN,STREPTOGRAMIN A	CFR
AG450	0	0	Helicobacter		MPF_T		
AA143	1	1	Escherichia	rep_cluster_2392		BETA-LACTAM	BLATEM
AA938	1	1	Borreliella				
AB575	1	1	Borreliella				
AD142	0	0	Helicobacter	rep_cluster_438			
AB506	0	0	Helicobacter	rep_cluster_137			
AA352	1	1	Escherichia	IncFIB	MPF_I	AMINOGLYCOSIDE,BETA-LACTAM,CEPHALOSPORIN,DIAMINOPYRIMIDINE,LINCOSAMIDE,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,MACROLIDE,MONOBACTAM,PENAM,PENEM,STREPTOGRAMIN,STREPTOGRAMIN A,STREPTOGRAMIN B,SULFONAMIDE,TETRACYCLINE,TRIMETHOPRIM	APH
AD669	1	1	Escherichia	IncI1	MPF_I		ASTA
AB267	1	1	Escherichia	IncFIB	MPF_F	AMINOGLYCOSIDE,MACROLIDE,SULFONAMIDE,TRIMETHOPRIM	LTCA
AA349	1	1	Escherichia	IncFIA	MPF_F	BETA-LACTAM	FAEG
AC516	0	0	Erwinia	rep_cluster_1099			
AD242	0	0	Marinobacter	rep_cluster_487			
AB520	0	0	Helicobacter	rep_cluster_137			
AB500	0	0	Helicobacter	rep_cluster_137			
AE952	0	0	Helicobacter	rep_cluster_137			
AB646	1	1	Staphylococcus	rep_cluster_1017			QACC
AD546	1	1	Clostridium	rep_cluster_994		GLYCOPEPTIDE	VANYGENE
AG241	0	0	Zymomonas	rep_cluster_1924			
AB784	0	0	Zymomonas				
AB787	0	0	Zymomonas	rep_cluster_284			
AG584	0	0	Zymomonas				
AB780	0	0	Zymomonas	rep_cluster_152			
AD422	0	0	Buchnera	rep_cluster_1374			
AA879	0	0	Buchnera				
AD425	0	0	Buchnera	rep_cluster_1374			
AE912	0	0	Buchnera	IncA			
AC508	1	1	Enterobacter	IncQ2		AMINOGLYCOSIDE,BETA-LACTAM	AAC
AC151	0	0	Clostridioides				
AB912	1	1	Clostridioides			GLYCOPEPTIDE	VANZ
AB507	0	0	Helicobacter	rep_cluster_137			
AB976	0	0	Enterococcus	rep_cluster_153	MPF_T	FOSFOMYCIN,GLYCOPEPTIDE	VANA
AC536	1	1	Enterococcus	rep_cluster_1077			
AC174	0	0	Aliivibrio		MPF_G		
AC217	0	0	Aeromonas	rep_cluster_1068		BETA-LACTAM,TETRACYCLINE	TETE
AC216	1	1	Aeromonas	rep_cluster_1068		QUINOLONE	QNRS
AB655	0	0	Candidatus_Phytoplasma	rep_cluster_674			
AD206	0	0	Streptococcus				
AG001	0	0	Acetobacter	rep_cluster_30			
AB566	0	0	Sulfobacillus				
AC587	1	1	Bacillus	rep_cluster_1931			
AG106	0	0	Thermovirga				
AE601	0	0	Lentilactobacillus	Inc13			
AE602	0	0	Lentilactobacillus	rep_cluster_1825			
AD350	1	1	Sphingobium	rep_cluster_647	MPF_T	FLUOROQUINOLONE,GLYCOPEPTIDE,TETRACYCLINE	ADEF
AC801	0	0	Borreliella				
AA390	0	0	Borreliella				
AB580	0	0	Borreliella				
AA778	0	0	Borreliella	rep_cluster_1529			
AC429	0	0	Borreliella				
AC641	0	0	Borreliella				
AC366	0	0	Borreliella				
AA251	0	0	Borreliella	rep_cluster_1662			
AA934	0	0	Borreliella				
AA250	0	0	Borreliella	rep_cluster_1621			
AA626	1	1	Cupriavidus	IncC	MPF_F	AMINOGLYCOSIDE,BETA-LACTAM,BLEOMYCIN,CEPHALOSPORIN,CEPHAMYCIN,GLYCOPEPTIDE,MACROLIDE,MACROLIDE/STREPTOGRAMIN,PENAM,PHENICOL,QUINOLONE,RIFAMYCIN,STREPTOGRAMIN,SULFONAMIDE,TETRACYCLINE,TRIMETHOPRIM	AAC
AB286	0	0	Cupriavidus	rep_cluster_381	MPF_T		
AC072	0	0	Agrobacterium	rep_cluster_1777	MPF_T	AMINOGLYCOSIDE	APH
AE717	0	0	Agrobacterium	rep_cluster_490	MPF_T		
AB786	0	0	Zymomonas				
AB790	0	0	Zymomonas				
AC171	0	0	Runella	rep_cluster_597	MPF_T		
AG458	0	0	Runella	rep_cluster_293			
AE147	0	0	Runella	rep_cluster_1176			
AG196	0	0	Runella	rep_cluster_1309	MPF_T		
AE709	0	0	Runella	rep_cluster_1344			
AG151	0	0	Halopiger		MPF_T		
AH080	0	0	Methanothermococcus	rep_cluster_20			
AB803	0	0	Hoyosella	rep_cluster_132			
AB802	0	0	Hoyosella	rep_cluster_498			
AE731	0	0	Haliscomenobacter	rep_cluster_230			
AE605	0	0	Haliscomenobacter	rep_cluster_1690			
AE606	0	0	Haliscomenobacter	rep_cluster_246			
AG118	0	0	Gallibacterium	rep_cluster_1051			
AB664	0	0	Candidatus_Phytoplasma	rep_cluster_594			
AB710	0	0	Escherichia	IncX1		AMINOGLYCOSIDE,BETA-LACTAM,NUCLEOSIDE,STREPTOTHRICIN,TRIMETHOPRIM	SAT
AF563	1	1	Alicycliphilus	rep_cluster_1864	MPF_F	AMINOGLYCOSIDE,BETA-LACTAM,FLUOROQUINOLONE,TETRACYCLINE	ADEF
AA460	0	0	Carnobacterium	rep_cluster_1498			
AC406	0	0	Pseudarthrobacter		MPF_T		
AF547	0	0	Pseudarthrobacter	rep_cluster_1547	MPF_T		
AE641	0	0	Phocaeicola	rep_cluster_705	MPF_T		
AD103	0	0	Staphylococcus	rep_cluster_1823		TRIMETHOPRIM	DFRK
AF233	0	0	Phocaeicola	rep_cluster_988			
AF288	1	1	Rahnella	rep_cluster_1002			
AE144	0	0	Isosphaera				
AH154	1	1	Mesorhizobium	IncP	MPF_T		
AG602	0	0	Corynebacterium				
AC711	1	1	Geobacillus	rep_cluster_349			
AC888	1	1	Neisseria	rep_cluster_1410	MPF_T	TETRACYCLINE	TETM
AA466	0	0	Mycolicibacterium				
AF395	1	1	Mycolicibacterium			CARBAPENEM,CEPHALOSPORIN,CEPHAMYCIN,PENAM,PENEM	VIM
AD201	0	0	Sulfuricurvum				
AD199	0	0	Sulfuricurvum				
AD200	0	0	Sulfuricurvum	rep_cluster_36		FLUOROQUINOLONE,TETRACYCLINE	ADEF
AG544	0	0	Marivirga	rep_cluster_844			
AD489	0	0	Calditerrivibrio	rep_cluster_200			
AF754	0	0	Sulfuricurvum	rep_cluster_1595			
AE059	0	0	Photobacterium	rep_cluster_1313	MPF_F		
AF042	0	0	Bacillus	rep_cluster_282		LINCOSAMIDE,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,MACROLIDE,OXAZOLIDINONE,PHENICOL,PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN,PLEUROMUTILIN,STREPTOGRAMIN,STREPTOGRAMIN A,STREPTOGRAMIN B	CFR
AF083	0	0	Caldicellulosiruptor				
AB175	0	0	Ilyobacter	rep_cluster_1748	MPF_T		
AD859	1	1	Ilyobacter	rep_cluster_385		ANTIBACTERIAL FREE FATTY ACIDS,GLYCOPEPTIDE,PHOSPHONIC ACID,TETRACYCLINE	VANWGENE
AB767	0	0	Helicobacter				
AC672	0	0	Staphylococcus	rep_cluster_2252		AMINOGLYCOSIDE,LINCOSAMIDE,PLEUROMUTILIN,STREPTOGRAMIN,STREPTOGRAMIN A,TETRACYCLINE,TRIMETHOPRIM	VGAC
AG348	0	0	Gloeothece		MPF_T		
AC035	0	0	Gloeothece	rep_cluster_1603	MPF_T		
AF082	0	0	Gloeothece				
AC034	0	0	Gloeothece	rep_cluster_1688			
AC127	0	0	Pediococcus	rep_cluster_1102			
AB923	0	0	Staphylococcus	rep_cluster_1302		AMINOGLYCOSIDE,BETA-LACTAM,DIAMINOPYRIMIDINE,FLUOROQUINOLONE,FOSFOMYCIN,MUPIROCIN,MUPIROCIN-LIKE,PENAM,TRIMETHOPRIM	QACA
AA650	1	1	Prescottella	rep_cluster_1307	MPF_T	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	ERM
AC976	0	0	Allomeiothermus	rep_cluster_1813	MPF_T		
AC975	0	0	Allomeiothermus	rep_cluster_1013			
AC410	1	1	Corynebacterium	rep_cluster_1173		AMINOGLYCOSIDE,CEPHALOSPORIN,LINCOSAMIDE,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,MACROLIDE,PENAM,PHENICOL,STREPTOGRAMIN,STREPTOGRAMIN A,STREPTOGRAMIN B,SULFONAMIDE,TETRACYCLINE	APH
AF706	1	1	Ligilactobacillus	rep_cluster_689			
AB656	0	0	Candidatus_Phytoplasma	rep_cluster_674			
AE415	1	1	Burkholderia	rep_cluster_1467	MPF_F		
AB719	0	0	Staphylococcus	rep_cluster_1017			
AE264	1	1	Staphylococcus	rep_cluster_2222		BETA-LACTAM,PENAM	PC
AC375	0	0	Aeromonas	rep_cluster_1169			
AE939	0	0	Pseudoalteromonas	rep_cluster_659			
AE361	0	0	Lactiplantibacillus				
AA005	0	0	Staphylococcus	rep_cluster_1118			
AB557	1	1	Staphylococcus	rep_cluster_1256			
AD279	1	1	Staphylococcus	rep_cluster_1017		LINCOSAMIDE,LINCOSAMIDE/STREPTOGRAMIN,MACROLIDE,MACROLIDE/STREPTOGRAMIN,OXAZOLIDINONE,PHENICOL,PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN,PLEUROMUTILIN,STREPTOGRAMIN,STREPTOGRAMIN A,STREPTOGRAMIN B	MPHC
AE407	0	0	Staphylococcus	rep_cluster_1442			
AA764	1	1	Staphylococcus	rep_cluster_2409		AMINOGLYCOSIDE,BETA-LACTAM,DIAMINOPYRIMIDINE,PENAM,TRIMETHOPRIM	AAC
AE849	0	0	Staphylococcus	rep_cluster_2466			
AD280	1	1	Staphylococcus	rep_cluster_910		AMINOGLYCOSIDE,BETA-LACTAM,FLUOROQUINOLONE,FOSFOMYCIN,LINCOSAMIDE,MACROLIDE,MACROLIDE/STREPTOGRAMIN,MUPIROCIN,MUPIROCIN-LIKE,PENAM,STREPTOGRAMIN,STREPTOGRAMIN B,TETRACYCLINE	QACR
AA765	1	1	Staphylococcus	rep_cluster_1017		BETA-LACTAM,MUPIROCIN,MUPIROCIN-LIKE,PENAM	PC
AA771	0	0	Staphylococcus	rep_cluster_1215			
AA097	0	0	Staphylococcus	rep_cluster_910			CADC
AD194	1	1	Staphylococcus	rep_cluster_1216		AMINOGLYCOSIDE,BETA-LACTAM,BLEOMYCIN,FLUOROQUINOLONE,GLYCOPEPTIDE,MUPIROCIN,MUPIROCIN-LIKE,PENAM	STAPHYLO
AA084	0	0	Staphylococcus	rep_cluster_1215		AMINOGLYCOSIDE,BETA-LACTAM,BLEOMYCIN,PENAM,TETRACYCLINE	AAC
AG511	0	0	Staphylococcus	rep_cluster_1480			
AC767	0	0	Staphylococcus	rep_cluster_2120			ARSB
AD145	0	0	Staphylococcus				
AC766	0	0	Staphylococcus	rep_cluster_1017		BETA-LACTAM,PENAM,TETRACYCLINE	ARSB
AG126	0	0	Staphylococcus				
AB110	1	1	Staphylococcus	rep_cluster_765	MPF_T	AMINOGLYCOSIDE,BETA-LACTAM,DIAMINOPYRIMIDINE,FOSFOMYCIN,GLYCOPEPTIDE,MUPIROCIN,MUPIROCIN-LIKE,PENAM,PHENICOL,TRIMETHOPRIM	AAC
AF107	0	0	Staphylococcus	rep_cluster_250			
AF484	0	0	Desulfohalobium	rep_cluster_1544			
AA302	1	1	Escherichia	IncFIA	MPF_F		CNF
AD957	0	0	Lactiplantibacillus	Inc13			
AB650	0	0	Rickettsia	rep_cluster_1989			
AC360	0	0	Shewanella				
AB472	0	0	Pediococcus	rep_cluster_1229			
AE944	0	0	Allorhizobium	rep_cluster_491	MPF_T		
AD837	0	0	Allorhizobium	rep_cluster_287	MPF_T		
AE949	0	0	Allorhizobium	rep_cluster_502	MPF_T		
AD838	0	0	Allorhizobium	rep_cluster_592	MPF_T	STREPTOGRAMIN,STREPTOGRAMIN A	VATH
AF100	0	0	Haemophilus	rep_cluster_304	MPF_G	BETA-LACTAM,PHENICOL,TETRACYCLINE	BLATEM
AE252	1	1	Mycobacterium	rep_cluster_441			
AB171	1	1	Enterococcus	Inc18		AMINOGLYCOSIDE,GLYCOPEPTIDE,IONOPHORE,LINCOSAMIDE,LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN,MACROLIDE,NUCLEOSIDE,PHENICOL,STREPTOGRAMIN,STREPTOGRAMIN A,STREPTOGRAMIN B,STREPTOTHRICIN,TETRACYCLINE	ERMB
AA557	1	1	Klebsiella	IncFIA		AMINOGLYCOSIDE,AMINOGLYCOSIDE/QUINOLONE,BETA-LACTAM,CEPHALOSPORIN,COLISTIN,FLUOROQUINOLONE,PENAM,PEPTIDE,PHENICOL,QUINOLONE,SULFONAMIDE,TETRACYCLINE,TRIMETHOPRIM	APH
AE336	0	0	Campylobacter	rep_cluster_853			
AF148	0	0	Exiguobacterium			MACROLIDE	MPHN
AE006	0	0	Exiguobacterium				
AD282	0	0	Geobacillus	rep_cluster_349	MPF_T		
AD584	0	0	Actinobacillus			TETRACYCLINE	TET
AE124	0	0	Vibrio	rep_cluster_1500	MPF_F		
AD311	0	0	Aeromonas	rep_cluster_208	MPF_T	AMINOGLYCOSIDE,NUCLEOSIDE,PHENICOL,STREPTOTHRICIN,SULFONAMIDE,TETRACYCLINE,TRIMETHOPRIM	APH
AE677	0	0	Magnetospirillum	rep_cluster_1792	MPF_T		
AB640	1	1	Staphylococcus	rep_cluster_1230		LINCOSAMIDE	LNUA
AC545	0	0	Rahnella	rep_cluster_2358			
AE045	0	0	Bibersteinia	rep_cluster_723		AMINOGLYCOSIDE,PHENICOL,SULFONAMIDE	APH
AB730	0	0	Staphylococcus	rep_cluster_1017		LINCOSAMIDE	LNUA
AE698	0	0	Spiroplasma				
AE697	1	1	Spiroplasma				
AD104	0	0	Spiroplasma				
AA092	0	0	Staphylococcus	rep_cluster_2468			QACC
AB644	1	1	Staphylococcus	rep_cluster_1017		TETRACYCLINE	QACC
AF265	0	0	Bacillus				
AD596	1	1	Bacillus				
AC472	0	0	Pasteurella	rep_cluster_1993		AMINOGLYCOSIDE,BETA-LACTAM	AADA
AA206	0	0	Lactococcus	rep_cluster_516			
AA201	1	1	Lactococcus	rep_cluster_554			
AB729	0	0	Staphylococcus	rep_cluster_1017			QACJ
AG528	0	0	Acinetobacter				
AC099	0	0	Bacillus	Col(SD853)			
AF882	0	0	Yersinia	Col3M	MPF_T		
AF026	0	0	Pseudomonas	rep_cluster_1521			
